Start,End
00:30:47.208,00:30:49.083
00:30:49.083,00:30:49.833
00:30:49.833,00:30:52.750
00:30:52.750,00:30:53.833
00:30:53.833,00:31:01.958
00:31:01.958,00:31:04.375
00:31:04.375,00:31:11.208
00:31:11.208,00:31:13.000
00:31:13.000,00:31:14.583
00:31:14.583,00:31:17.750
00:31:17.750,00:31:26.208
00:31:26.208,00:31:29.583
00:31:29.583,00:31:30.625
00:31:30.625,00:31:37.583
00:31:37.583,00:31:39.458
00:31:39.458,00:31:46.750
00:31:46.750,00:31:49.208
00:31:49.208,00:31:52.958
00:31:52.958,00:31:54.583
00:31:54.583,00:31:56.458
00:31:56.458,00:31:59.083
00:31:59.083,00:32:00.208
00:32:00.208,00:32:04.208
00:32:04.208,00:32:16.958
00:32:16.958,00:32:26.625
00:32:26.625,00:32:32.708
00:32:32.708,00:32:34.458
00:32:34.458,00:32:37.458
00:32:37.458,00:32:39.833
00:32:39.833,00:32:42.083
00:32:42.083,00:32:44.000
00:32:44.000,00:32:46.083
00:32:46.083,00:32:47.708
00:32:47.708,00:32:50.250
00:32:50.250,00:32:53.708
00:32:53.708,00:33:01.125
00:33:01.125,00:33:04.500
00:33:04.500,00:33:05.958
00:33:05.958,00:33:08.958
00:33:08.958,00:33:10.833
00:33:10.833,00:33:24.500
00:33:24.500,00:33:27.083
00:33:27.083,00:33:29.083
00:33:29.083,00:33:30.958
00:33:30.958,00:33:32.125
00:33:32.125,00:33:39.417
00:33:39.417,00:33:42.208
00:33:42.208,00:33:44.083
00:33:44.083,00:33:46.750
00:33:46.750,00:33:49.833
00:33:49.833,00:33:52.208
00:33:52.208,00:33:53.833
00:33:53.833,00:33:56.083
00:33:56.083,00:34:19.958
00:34:19.958,00:34:21.250
00:34:21.250,00:34:25.958
00:34:25.958,00:34:29.833
00:34:29.833,00:34:32.500
00:34:32.500,00:34:44.333
00:34:44.333,00:34:46.500
00:34:46.500,00:34:58.208
00:34:58.208,00:35:22.583
00:35:22.583,00:35:24.750
00:35:24.750,00:35:25.708
00:35:25.708,00:35:27.458
00:35:27.458,00:35:31.458
00:35:31.458,00:35:32.583
00:35:32.583,00:35:36.708
00:35:36.708,00:35:43.000
00:35:43.000,00:35:45.458
00:35:45.458,00:35:48.625
00:35:48.625,00:35:51.750
00:35:51.750,00:35:59.375
00:35:59.375,00:36:01.208
00:36:01.208,00:36:06.083
00:36:06.083,00:36:10.583
00:36:10.583,00:36:13.333
00:36:13.333,00:36:16.083
00:36:16.083,00:36:42.583
00:36:42.583,00:36:45.625
