Start,End
01:21:43.440,01:21:44.358
01:21:44.358,01:21:45.275
01:21:45.275,01:21:46.985
01:21:46.985,01:21:50.781
01:21:50.781,01:21:53.367
01:21:53.367,01:21:54.326
01:21:54.326,01:21:56.995
01:21:56.995,01:21:57.871
01:21:57.871,01:21:58.997
01:21:58.997,01:22:00.624
01:22:00.624,01:22:01.834
01:22:01.834,01:22:04.628
01:22:04.628,01:22:09.383
01:22:09.383,01:22:12.511
01:22:12.511,01:22:16.140
01:22:16.140,01:22:18.809
01:22:18.809,01:22:19.601
01:22:19.601,01:22:20.394
01:22:20.394,01:22:23.814
01:22:23.814,01:22:24.523
01:22:24.523,01:22:26.191
01:22:26.191,01:22:27.401
01:22:27.401,01:22:28.652
01:22:28.652,01:22:29.653
01:22:29.653,01:22:30.863
01:22:30.863,01:22:32.072
01:22:32.072,01:22:35.492
01:22:35.492,01:22:38.871
01:22:38.871,01:22:47.504
01:22:47.504,01:23:04.980
01:23:04.980,01:23:07.107
01:23:07.107,01:23:10.861
01:23:10.861,01:23:47.481
01:23:47.481,01:23:53.528
01:23:53.528,01:23:55.113
01:23:55.113,01:23:58.283
01:23:58.283,01:24:25.644
01:24:25.644,01:24:32.484
01:24:32.484,01:24:35.153
01:24:35.153,01:24:40.701
01:24:40.701,01:24:43.870
01:24:43.870,01:24:45.289
01:24:45.289,01:24:47.374
01:24:47.374,01:24:50.752
01:24:50.752,01:24:54.506
01:24:54.506,01:24:57.009
01:24:57.009,01:25:02.472
01:25:02.472,01:25:05.851
01:25:05.851,01:25:14.484
01:25:14.484,01:25:17.571
01:25:17.571,01:25:18.989
01:25:18.989,01:25:20.490
01:25:20.490,01:25:24.870
01:25:24.870,01:25:26.496
01:25:26.496,01:25:27.622
01:25:27.622,01:25:28.832
01:25:28.832,01:25:57.569
01:25:57.569,01:26:01.239
01:26:01.239,01:26:09.581
01:26:09.581,01:26:13.794
01:26:13.794,01:26:21.843
01:26:21.843,01:26:24.429
01:26:24.429,01:26:30.394
01:26:30.394,01:26:37.943
01:26:37.943,01:26:49.371
01:26:49.371,01:26:54.418
01:26:54.418,01:27:03.635
01:27:03.635,01:27:10.600
01:27:10.600,01:27:15.021
01:27:15.021,01:27:17.190
01:27:17.190,01:27:25.490
01:27:25.490,01:27:29.744
01:27:29.744,01:27:48.013
01:27:48.013,01:27:54.394
01:27:54.394,01:28:06.740
01:28:06.740,01:28:10.660
01:28:10.660,01:28:22.923
01:28:22.923,01:28:30.514
01:28:30.514,01:28:35.810
01:28:35.810,01:28:41.775
01:28:41.775,01:29:11.846
01:29:11.846,01:29:43.086
01:29:43.086,01:29:44.296
01:29:44.296,01:29:45.255
01:29:45.255,01:29:47.340
01:29:47.340,01:29:50.468
01:29:50.468,01:29:57.892
01:29:57.892,01:29:59.894
01:29:59.894,01:30:03.857
01:30:03.857,01:33:09.459
01:33:09.459,01:33:11.544
