Start,End
01:09:52.067,01:09:53.026
01:09:53.026,01:10:06.331
01:10:06.331,01:10:09.251
01:10:09.251,01:10:10.460
01:10:10.460,01:10:13.589
01:10:13.589,01:10:17.050
01:10:17.050,01:10:19.553
01:10:19.553,01:10:20.429
01:10:20.429,01:10:25.893
01:10:25.893,01:10:33.483
01:10:33.483,01:10:37.988
01:10:37.988,01:10:40.407
01:10:40.407,01:10:44.203
01:10:44.203,01:11:00.552
01:11:00.552,01:11:01.762
01:11:01.762,01:11:02.679
01:11:02.679,01:11:03.514
01:11:03.514,01:11:06.767
01:11:06.767,01:11:07.476
01:11:07.476,01:11:10.479
01:11:10.479,01:11:11.230
01:11:11.230,01:11:12.022
01:11:12.022,01:11:12.731
01:11:12.731,01:11:17.069
01:11:17.069,01:11:17.986
